ID,Letter,Headerword,Part of Speech,IPA Prnounciation,Phonetic Pronunciation,Definition in Mandinka,Translation and Sentences,English Translation,Mandinka Sentence,Sentence IPA Pronouncation,Sentence Phonetic Pronounciation,Sentence English Translation,Source,Country
4444,N,naasi,v,/naːsi/,n-ah-ahs-ehh,,"to deformed, short of, disabled. A man naasi. He is not deformed.","to deformed, short of, disabled",A man naasi,/a man naːsi/,ah m-ahn n-ah-ahs-ehh,He is not deformed.,PC,Gambia
4445,N,naasindi,v,/naːsindi/,n-ah-ahs-ehhnd-ehh,,"to short of, fail to complete, disable, cause something/one to deform. Munne ye a naasindi? What deformed it.","to short of, fail to complete, disable, cause something/one to deform",Munne ye a naasindi? What deformed it,/munne je a naːsindi? what deformed it/,m-o-ohnn-eh y-eh -ah n-ah-ahs-ehhnd-ehh? wh-aht d-ehf-ohrm-ehd -ehht,What deformed it.,PC,Gambia
4446,N,naasirin,adj,/naːsirin/,n-ah-ahs-ehhr-ehhn,,"incomplete, short of, disable. Nin be naasirin ne. This is incomplete.","incomplete, short of, disable",Nin be naasirin ne,/nin be naːsirin ne/,n-ehhn b-eh n-ah-ahs-ehhr-ehhn n-eh,This is incomplete.,PC,Gambia
4447,N,naasirino,adj,/naːsirino/,n-ah-ahs-ehhr-ehhn-oh,,"incomplete, deformed, short of, disabled. N man lafi moo naasirino la. Jdon'tlike a deformed person.","incomplete, deformed, short of, disabled",N man lafi moo naasirino la,/n man lafi moː naːsirino la/,n m-ahn l-ahf-ehh m-oh-oh n-ah-ahs-ehhr-ehhn-oh l-ah,Jdon'tlike a deformed person.,PC,Gambia
4448,N,naasita,adj,/naːsita/,n-ah-ahs-ehht-ah,,"incomplete, deformed, short of, disable. A naasita le. Heis deformed.","incomplete, deformed, short of, disable",A naasita le,/a naːsita le/,ah n-ah-ahs-ehht-ah l-eh,Heis deformed.,PC,Gambia
4449,N,Naaso,n,/naːso/,n-ah-ahs-oh,,a surname.,a surname,#N/A,/#n/a/,Loading...,a surname.,PC,Gambia
4450,N,naasoo,n,/naːsoː/,n-ah-ahs-oh-oh,,"incompletion, deformity, shortness, disability. Naasoo man beteyaa. Deformity is not good.","incompletion, deformity, shortness, disability",Naasoo man beteyaa,/naːsoː man betejaː/,n-ah-ahs-oh-oh m-ahn b-eht-ehy-ah-ah,Deformity is not good.,PC,Gambia
4451,N,naata,v,/naːta/,n-ah-aht-ah,,to came. Muntuma le i naata? When did you come?,to came,#N/A,/#n/a/,Loading...,When did you come?,PC,Gambia
4452,N,naati,v,/naːti/,n-ah-aht-ehh,,to bring. A naati ban. Please bring it.,to bring,A naati ban,/a naːti ban/,ah n-ah-aht-ehh b-ahn,Please bring it.,PC,Gambia
4453,N,naatoo,n,/naːtoː/,n-ah-aht-oh-oh,,"while coming, on the way coming. N naatoo le na a je. Jsawit while coming.","while coming, on the way coming",N naatoo le na a je,/n naːtoː le na a dʒe/,Loading...,Jsawit while coming.,PC,Gambia
4454,N,naawaloo,n,/naːwaloː/,n-ah-ahw-ahl-oh-oh,,toy kite. A ye naawaloo tindi. He flew a kite.,toy kite,A ye naawaloo tindi,/a je naːwaloː tindi/,Loading...,He flew a kite.,PC,Gambia
4455,N,naayiboo,n,/naːjiboː/,n-ah-ahy-ehhb-oh-oh,,imam's assistant. Ansumaana le mu naayiboo ti. Ansumaana is the imam's deputy.,imam's assistant,Ansumaana le mu naayiboo ti,/ansumaːna le mu naːjiboː ti/,ahns-o-ohm-ah-ahn-ah l-eh m-o-oh n-ah-ahy-ehhb-oh-oh t-ehh,Ansumaana is the imam's deputy.,PC,Gambia
4456,N,nabaajoo,n,/nabaːdʒoː/,n-ahb-ah-ahj-oh-oh,,"pen knife, pocket knife. Nabajoo mu jelu le ti? A pen knife is how much?","pen knife, pocket knife",#N/A,/#n/a/,Loading...,A pen knife is how much?,PC,Gambia
4457,N,nafaa,v,/nafaː/,n-ahf-ah-ah,,to benefit. Nin te i mafaa la. This will not benefit you.,to benefit,Nin te i mafaa la,/nin te i mafaː la/,n-ehhn t-eh -ehh m-ahf-ah-ah l-ah,This will not benefit you.,PC,Gambia
4458,N,nafaa,n,/nafaː/,n-ahf-ah-ah,,"benefit, advantage, use. Nin man nafaa soto. This has no use.","benefit, advantage, use",Nin man nafaa soto,/nin man nafaː soto/,Loading...,This has no use.,PC,Gambia
4459,N,nafaamaa,adj,/nafaːmaː/,n-ahf-ah-ahm-ah-ah,,"useful, worthy, beneficial, advantageous. Fen nafaamaa. A usefid thing.","useful, worthy, beneficial, advantageous",Fen nafaamaa,/fen nafaːmaː/,f-ehn n-ahf-ah-ahm-ah-ah,A usefid thing.,PC,Gambia
4460,N,nafantano,adj,/nafantano/,n-ahf-ahnt-ahn-oh,,"useless, unadvantageous, un worthy. Ite mu moo nafantano le ti. You area useless person.","useless, unadvantageous, un worthy",Ite mu moo nafantano le ti,/ite mu moː nafantano le ti/,ehht-eh m-o-oh m-oh-oh n-ahf-ahnt-ahn-oh l-eh t-ehh,You area useless person.,PC,Gambia
4461,N,naji,v,/nadʒi/,n-ahj-ehh,,"to supress, lean, dish someone. Kana naji n kan. Dont lean on me.","to supress, lean, dish someone",Kana naji n kan,/kana nadʒi n kan/,k-ahn-ah n-ahj-ehh n k-ahn,Dont lean on me.,PC,Gambia
4462,N,najindi,v,/nadʒindi/,n-ahj-ehhnd-ehh,,to cause to lean. Kana a najindi buno la. Don't lean it on the house.,to cause to lean,Kana a najindi buno la,/kana a nadʒindi buno la/,k-ahn-ah -ah n-ahj-ehhnd-ehh b-o-ohn-oh l-ah,Don't lean it on the house.,PC,Gambia
4463,N,najirin,sv,/nadʒirin/,n-ahj-ehhr-ehhn,,"leaning, pressing. Yiroo be najirin buno bala. The stickis leaning on the house.","leaning, pressing",Yiroo be najirin buno bala,/jiroː be nadʒirin buno bala/,Loading...,The stickis leaning on the house.,PC,Gambia
4464,N,najita,v,/nadʒita/,n-ahj-ehht-ah,,"to leaned, has leaned. Yiroo najita buno la. The stick leaned on the house.","to leaned, has leaned",Yiroo najita buno la,#ERROR!,Loading...,The stick leaned on the house.,PC,Gambia
4465,N,nakali,adj,/nakali/,n-ahk-ahl-ehh,,sticky. A man nakali. /¢’s not sticky.,sticky,A man nakali,/a man nakali/,ah m-ahn n-ahk-ahl-ehh,/¢’s not sticky.,PC,Gambia
4466,N,nakari,v,/nakari/,n-ahk-ahr-ehh,,to cheat. Bitiki tiyo yen nakari le. The shopkeeper cheated me.,to cheat,Bitiki tiyo yen nakari le,/bitiki tijo jen nakari le/,Loading...,The shopkeeper cheated me.,PC,Gambia
4467,N,nakaroo,n,/nakaroː/,n-ahk-ahr-oh-oh,,"cheating, curruption. Nakaroo haraamuta le. Cheating is forbidden.","cheating, curruption",Nakaroo haraamuta le,/nakaroː haraːmuta le/,n-ahk-ahr-oh-oh h-ahr-ah-ahm-o-oht-ah l-eh,Cheating is forbidden.,PC,Gambia
4468,N,naki,v,/naki/,n-ahk-ehh,,"to attach, put close together living no space . Kana nakin na. Don't come close to me.","to attach, put close together living no space",Kana nakin na,/kana nakin na/,k-ahn-ah n-ahk-ehhn n-ah,Don't come close to me.,PC,Gambia
4470,N,nakindi,v,/nakindi/,n-ahk-ehhnd-ehh,,"to cause closeness, cause to be attached. N be a nakindi la yiroo bala. J will put it close to the tree.","to cause closeness, cause to be attached",N be a nakindi la yiroo bala,/n be a nakindi la jiroː bala/,n b-eh -ah n-ahk-ehhnd-ehh l-ah y-ehhr-oh-oh b-ahl-ah,J will put it close to the tree.,PC,Gambia
4471,N,nakirifi,sv,/nakirifi/,n-ahk-ehhr-ehhf-ehh,,"close together, attached. A be nakirin a la le. /t is close to it.","close together, attached",A be nakirin a la le,/a be nakirin a la le/,ah b-eh n-ahk-ehhr-ehhn -ah l-ah l-eh,/t is close to it.,PC,Gambia
4472,N,nakita,v,/nakita/,n-ahk-ehht-ah,,"to attached, closed together no space left . A nakita buno la. /t’s close to the house.","to attached, closed together no space left",A nakita buno la,/a nakita buno la/,ah n-ahk-ehht-ah b-o-ohn-oh l-ah,/t’s close to the house.,PC,Gambia
4474,N,nama,v,/nama/,n-ahm-ah,,"to cut, slip. Baakari ye n nama n buloo to. Baakari cutmeon my hand.","to cut, slip",Baakari ye n nama n buloo to,/baːkari je n nama n buloː to/,b-ah-ahk-ahr-ehh y-eh n n-ahm-ah n b-o-ohl-oh-oh t-oh,Baakari cutmeon my hand.,PC,Gambia
4475,N,nama,adj,/nama/,n-ahm-ah,,"slippery, immature. Jan man nama. This place is not slippery.","slippery, immature",Jan man nama,/dʒan man nama/,j-ahn m-ahn n-ahm-ah,This place is not slippery.,PC,Gambia
4476,N,namaajoo,n,/namaːdʒoː/,n-ahm-ah-ahj-oh-oh,,"see""nabaajoo"".","see""nabaajoo""",#N/A,/#n/a/,#n/-ah,"see""nabaajoo"".",PC,Gambia
4477,N,namanan,adv,/namanan/,n-ahm-ahn-ahn,,"before, never, rather than. Taa a namanan ban. Go before itis finish.","before, never, rather than",Taa a namanan ban,/taː a namanan ban/,Loading...,Go before itis finish.,PC,Gambia
4478,N,namandi,v,/namandi/,n-ahm-ahnd-ehh,,to cause to be slippery. Sanjoo le ye jan namandi. The rain caused this place to be slippery.,to cause to be slippery,Sanjoo le ye jan namandi,/sandʒoː le je dʒan namandi/,s-ahnj-oh-oh l-eh y-eh j-ahn n-ahm-ahnd-ehh,The rain caused this place to be slippery.,PC,Gambia
4479,N,namarin,adj,/namarin/,n-ahm-ahr-ehhn,,"mentally immature, cut, slippery. Jan be namarin ne. This place is slippery.","mentally immature, cut, slippery",Jan be namarin ne,/dʒan be namarin ne/,j-ahn b-eh n-ahm-ahr-ehhn n-eh,This place is slippery.,PC,Gambia
4480,N,namarino,adj,/namarino/,n-ahm-ahr-ehhn-oh,,"mentally immature, cut, slippery, idiotic. Jay mu dulaa namaarino le ti. This is a slippery place.","mentally immature, cut, slippery, idiotic",Jay mu dulaa namaarino le ti,/dʒaj mu dulaː namaːrino le ti/,Loading...,This is a slippery place.,PC,Gambia
4481,N,namata,adj,/namata/,n-ahm-aht-ah,,"mentally immature, slippery, has cut. Jan namata le. This place is slippery.","mentally immature, slippery, has cut",Jan namata le,/dʒan namata le/,j-ahn n-ahm-aht-ah l-eh,This place is slippery.,PC,Gambia
4482,N,namayaa,adj,/namajaː/,n-ahm-ahy-ah-ah,,"see ""nama"".","see ""nama""",#N/A,/#n/a/,#n/-ah,"see ""nama"".",PC,Gambia
4483,N,namayaarin,adj,/namajaːrin/,n-ahm-ahy-ah-ahr-ehhn,,"mentally immature, slippery, idiotic. Jan namayaarin ne. This place is slippery.","mentally immature, slippery, idiotic",Jan namayaarin ne,/dʒan namajaːrin ne/,j-ahn n-ahm-ahy-ah-ahr-ehhn n-eh,This place is slippery.,PC,Gambia
4484,N,namayaarino,adj,/namajaːrino/,n-ahm-ahy-ah-ahr-ehhn-oh,,"mentally immature, slippery, idiotic. A mu moo namarino le ti He is an idiotic person","mentally immature, slippery, idiotic",#N/A,/#n/a/,Loading...,"mentally immature, slippery, idiotic. A mu moo namarino le ti He is an idiotic person",PC,Gambia
4485,N,namayaata,adj,/namajaːta/,n-ahm-ahy-ah-aht-ah,,"mentally immature, slippery, idiotic. A namayaata le ‘He is idiotic.","mentally immature, slippery, idiotic",A namayaata le ‘He is idiotic,/a namajaːta le ‘he is idiotitʃ/,ah n-ahm-ahy-ah-aht-ah l-eh ‘h-eh -ehhs -ehhd-ehh-oht-ehhch,,PC,Gambia
4486,N,namayandi,adj,/namajandi/,n-ahm-ahy-ahnd-ehh,,"cause to be slippery, cause to be mentally immature. Sanjoo le ye jan namandi. The rain caused this place to be slippery.","cause to be slippery, cause to be mentally immature",Sanjoo le ye jan namandi,/sandʒoː le je dʒan namandi/,s-ahnj-oh-oh l-eh y-eh j-ahn n-ahm-ahnd-ehh,The rain caused this place to be slippery.,PC,Gambia
4487,N,nambara,v,/nambara/,n-ahmb-ahr-ah,,"to delay, waste someone's time, cause someone to have trouble. Kana n nambara. Donttdelay me.","to delay, waste someone's time, cause someone to have trouble",Kana n nambara,/kana n nambara/,k-ahn-ah n n-ahmb-ahr-ah,Donttdelay me.,PC,Gambia
4489,N,nambaramoo,n,/nambaramoː/,n-ahmb-ahr-ahm-oh-oh,,"trouble-some person, one who wastes time. Ite mu nambarantee le ti. Youarea troublesome person.","trouble-some person, one who wastes time",Ite mu nambarantee le ti,/ite mu nambaranteː le ti/,ehht-eh m-o-oh n-ahmb-ahr-ahnt-eh-eh l-eh t-ehh,Youarea troublesome person.,PC,Gambia
4490,N,nambarantee,n,/nambaranteː/,n-ahmb-ahr-ahnt-eh-eh,,"trouble-some person, one who wastes time. Ite mu","trouble-some person, one who wastes time",#N/A,/#n/a/,Loading...,"trouble-some person, one who wastes time. Ite mu",PC,Gambia
4491,N,nambarata,v,/nambarata/,n-ahmb-ahr-aht-ah,,"to have one's time wasted, in trouble, delayed. N nambarata le. Jim delayed.","to have one's time wasted, in trouble, delayed",N nambarata le,/n nambarata le/,n n-ahmb-ahr-aht-ah l-eh,Jim delayed.,PC,Gambia
4492,N,nambaroo,n,/nambaroː/,n-ahmb-ahr-oh-oh,,"trouble, waste of time, wasting time, creating trouble for some . kana n bula nambaroo kono. Don't put me in trouble.","trouble, waste of time, wasting time, creating trouble for some",kana n bula nambaroo kono,/kana n bula nambaroː kono/,Loading...,Don't put me in trouble.,PC,Gambia
4494,N,naminan,adv,/naminan/,n-ahm-ehhn-ahn,,"before, never, rather than. Taa a namanan ban. Go before it is finish.","before, never, rather than",Taa a namanan ban,/taː a namanan ban/,t-ah-ah -ah n-ahm-ahn-ahn b-ahn,Go before it is finish.,PC,Gambia
4495,N,namoo,n,/namoː/,n-ahm-oh-oh,,"cut, mental immaturity, slippery food eg baobab leaf. Namoo be a buloo to. There is a cut on his arm.","cut, mental immaturity, slippery food eg baobab leaf",Namoo be a buloo to,/namoː be a buloː to/,n-ahm-oh-oh b-eh -ah b-o-ohl-oh-oh t-oh,There is a cut on his arm.,PC,Gambia
4496,N,nanaman,adv,/nanaman/,n-ahn-ahm-ahn,,never before. N neneman taa Banjul. Znever went to Banjul before.,never before,N neneman taa Banjul,/n neneman taː bandʒul/,Loading...,Znever went to Banjul before.,PC,Gambia
4497,N,nandaloo,n,/nandaloː/,n-ahnd-ahl-oh-oh,,"medicine, Laxative. A ye nandaloo min. Hedranka Laxative.","medicine, Laxative",A ye nandaloo min,/a je nandaloː min/,ah y-eh n-ahnd-ahl-oh-oh m-ehhn,Hedranka Laxative.,PC,Gambia
4498,N,nankaburee,n,/naŋkabureː/,n-ahnk-ahb-o-ohr-eh-eh,,grass.,grass,#N/A,/#n/a/,#n/-ah,grass.,PC,Gambia
4499,N,nankamoo,n,/naŋkamoː/,n-ahnk-ahm-oh-oh,,"amount, quantity. N man a nankamoo lon. Jdon'tknow its amount.","amount, quantity",N man a nankamoo lon,/n man a naŋkamoː lon/,Loading...,Jdon'tknow its amount.,PC,Gambia
4500,N,napu,v,/napu/,n-ahp-o-oh,,"to stick with glue,ete., glue, etc.. A napu daa bala. Stick it on the door.","to stick with glue,ete",", glue, etc","/, glue, ettʃ/",", gl-o-oh-eh, -ehtch",. A napu daa bala. Stick it on the door.,PC,Gambia
4501,N,napundi,v,/napundi/,n-ahp-o-ohnd-ehh,,"to glue, etc, cause something to stick with glue, etc.. A napundi daa bala. Stick it on the door.","to glue, etc, cause something to stick with glue, etc",,,,A napundi daa bala. Stick it on the door.,PC,Gambia
4502,N,napurin,sv,/napurin/,n-ahp-o-ohr-ehhn,,"glued, sticking with glue, etc.. Kayitoo be napurin daa bala. The paper is sticking on the door.","glued, sticking with glue, etc",,,,Kayitoo be napurin daa bala. The paper is sticking on the door.,PC,Gambia
4503,N,naputa,vn,/naputa/,n-ahp-o-oht-ah,,"glued, stuck with glue, etc. Kayitoo naputa daa bala. The paper is stuck on the door.","glued, stuck with glue, etc",Kayitoo naputa daa bala,/kajitoː naputa daː bala/,k-ahy-ehht-oh-oh n-ahp-o-oht-ah d-ah-ah b-ahl-ah,The paper is stuck on the door.,PC,Gambia
4504,N,nasaaraa,n,/nasaːraː/,n-ahs-ah-ahr-ah-ah,,white,#N/A,#N/A,/#n/a/,#n/-ah,white,PC,Gambia
4505,N,nasiyono,n,/nasijono/,n-ahs-ehhy-ohn-oh,,nationality. Ite mu nasiyon jumaa le ti? You are which nationality?,nationality,#N/A,/#n/a/,Loading...,You are which nationality?,PC,Gambia
4506,N,nasoo,n,/nasoː/,n-ahs-oh-oh,,,#N/A,#N/A,/#n/a/,#n/-ah,,PC,Gambia
4507,N,nata,v,/nata/,n-aht-ah,,"to wish, aim for, plan for. I ye munne nata? What did you plan?","to wish, aim for, plan for",#N/A,/#n/a/,#n/-ah,What did you plan?,PC,Gambia
4508,N,nataalirano,n,/nataːlirano/,n-aht-ah-ahl-ehhr-ahn-oh,,camera. Nna nataalirano tiinaata le. Mycamera is spoiled.,camera,Nna nataalirano tiinaata le,/nna nataːlirano tiːnaːta le/,nn-ah n-aht-ah-ahl-ehhr-ahn-oh t-ehh-ehhn-ah-aht-ah l-eh,Mycamera is spoiled.,PC,Gambia
4509,N,nataaloo,n,/nataːloː/,n-aht-ah-ahl-oh-oh,,"photo, photography, picture. Nataaloo le m ala dookuwo ti. Photography is his job.","photo, photography, picture",Nataaloo le m ala dookuwo ti,/nataːloː le m ala doːkuwo ti/,Loading...,Photography is his job.,PC,Gambia
4510,N,natoo,n,/natoː/,n-aht-oh-oh,,"aim, wish, plan. Nna natoo man timma. My wish is not filfilled.","aim, wish, plan",Nna natoo man timma,/nna natoː man timma/,nn-ah n-aht-oh-oh m-ahn t-ehhmm-ah,My wish is not filfilled.,PC,Gambia
4511,N,nawoo,n,/nawoː/,n-ahw-oh-oh,,turban. Nin nawoo fliifiaata le. This aban is beautifidl.,turban,Nin nawoo fliifiaata le,/nin nawoː fliːfiaːta le/,Loading...,This aban is beautifidl.,PC,Gambia
4512,N,ndaama,n,/ndaːma/,nd-ah-ahm-ah,,"species of cattle, short person, etc., under size. Karamoo mu ndaama le ti. Karamoo isa duaft","species of cattle, short person, etc",", under size","/, under size/",", -o-ohnd-ehr s-ehhz-eh",Karamoo mu ndaama le ti. Karamoo isa duaft,PC,Gambia
4513,N,ndamusaanoo,n,/ndamusaːnoː/,nd-ahm-o-ohs-ah-ahn-oh-oh,,a container for palm wine.,a container for palm wine,#N/A,/#n/a/,#n/-ah,a container for palm wine.,PC,Gambia
4514,-,-ndano,sv,/-ndano/,-nd-ahn-oh,,put a verb into a noun. Sin - sindano. Di- digger.,put a verb into a noun,Sin - sindano,/sin - sindano/,Loading...,Di- digger.,PC,Gambia
4515,N,ndeerindeerino,n,/ndeːrindeːrino/,nd-eh-ehr-ehhnd-eh-ehr-ehhn-oh,,Lobster. Ndeerindeerino daa koleyaata le. Lobster is expensive.,Lobster,Ndeerindeerino daa koleyaata le,/ndeːrindeːrino daː kolejaːta le/,nd-eh-ehr-ehhnd-eh-ehr-ehhn-oh d-ah-ah k-ohl-ehy-ah-aht-ah l-eh,Lobster is expensive.,PC,Gambia
4516,N,ndeesaan,ex,/ndeːsaːn/,nd-eh-ehs-ah-ahn,,expressing sorrow. Ndeesaan! Ate mu baayoo le ti. He is an orphan.,expressing sorrow,Ndeesaan! Ate mu baayoo le ti,/ndeːsaːn! ate mu baːjoː le ti/,Loading...,Ate mu baayoo le ti. He is an orphan.,PC,Gambia
4517,N,ndemoo,n,/ndemoː/,nd-ehm-oh-oh,,"bear, Chimpanzee, ape. Woo mu ndemoo le ti. Thatisa bear.","bear, Chimpanzee, ape",Woo mu ndemoo le ti,/woː mu ndemoː le ti/,w-oh-oh m-o-oh nd-ehm-oh-oh l-eh t-ehh,Thatisa bear.,PC,Gambia
4518,N,nderin-nderino,n,/nderin-nderino/,nd-ehr-ehhn-nd-ehr-ehhn-oh,,shrimp.,shrimp,#N/A,/#n/a/,Loading...,shrimp.,PC,Gambia
4519,-,-ndi,ex,/-ndi/,-nd-ehh,,-en. fooyaa - fooyandi. soff- soften,-en,fooyaa - fooyandi,/foːjaː - foːjandi/,Loading...,soff- soften,PC,Gambia
4520,N,ne,em,/ne/,n-eh,,"emphasises words ending with ""n,n"".","emphasises words ending with ""n,n""",#N/A,/#n/a/,Loading...,"emphasises words ending with ""n,n"".",PC,Gambia
4521,N,nebedaayoo,n,/nebedaːjoː/,n-ehb-ehd-ah-ahy-oh-oh,,"drumstick tree, moringa. Nebedaayoo diyaata baake. Moringa is very nice.","drumstick tree, moringa",Nebedaayoo diyaata baake,/nebedaːjoː dijaːta baːke/,Loading...,Moringa is very nice.,PC,Gambia
4522,N,nee,n,/neː/,n-eh-eh,,metal. Nin mu nee le ti. This isa metal.,metal,Nin mu nee le ti,/nin mu neː le ti/,n-ehhn m-o-oh n-eh-eh l-eh t-ehh,This isa metal.,PC,Gambia
4523,N,neebuwaa,n,/neːbuwaː/,n-eh-ehb-o-ohw-ah-ah,,magnet. Nin mu neebuwaa le ti. This is amagnet.,magnet,Nin mu neebuwaa le ti,/nin mu neːbuwaː le ti/,Loading...,This is amagnet.,PC,Gambia
4524,N,neebuwo,n,/neːbuwo/,n-eh-ehb-o-ohw-oh,,"metal flakes around-, the anvil. Nin neebuwaa bondi jan. Remove these mental flakes from here.","metal flakes around-, the anvil",Nin neebuwaa bondi jan,/nin neːbuwaː bondi dʒan/,n-ehhn n-eh-ehb-o-ohw-ah-ah b-ohnd-ehh j-ahn,Remove these mental flakes from here.,PC,Gambia
4525,N,needooroo,n,/neːdoːroː/,n-eh-ehd-oh-ohr-oh-oh,,"iron bar, iron rod. Wo needooroo naati. Bring that iron rod. neefin","iron bar, iron rod",Wo needooroo naati,/wo neːdoːroː naːti/,Loading...,Bring that iron rod. neefin,PC,Gambia
4526,N,numoo,n,/numoː/,n-o-ohm-oh-oh,,black smith. N faamaa mu neefin numoo le ti. My father is a black smith.,black smith,N faamaa mu neefin numoo le ti,/n faːmaː mu neːfin numoː le ti/,n f-ah-ahm-ah-ah m-o-oh n-eh-ehf-ehhn n-o-ohm-oh-oh l-eh t-ehh,My father is a black smith.,PC,Gambia
4527,N,neefino,n,/neːfino/,n-eh-ehf-ehhn-oh,,iron metal. Nin te neefino ti. This is not iron.,iron metal,Nin te neefino ti,/nin te neːfino ti/,Loading...,This is not iron.,PC,Gambia
4528,N,neehaloo,n,/neːhaloː/,n-eh-ehh-ahl-oh-oh,,"reward, appeasement, incentive. Wo mu neehaloo le ti. That's an appeasement.","reward, appeasement, incentive",Wo mu neehaloo le ti,/wo mu neːhaloː le ti/,Loading...,That's an appeasement.,PC,Gambia
4529,N,neejuloo,n,/neːdʒuloː/,n-eh-ehj-o-ohl-oh-oh,,bucket. A ke neejuloo kono. Put it in the bucket.,bucket,A ke neejuloo kono,/a ke neːdʒuloː kono/,ah k-eh n-eh-ehj-o-ohl-oh-oh k-ohn-oh,Put it in the bucket.,PC,Gambia
4530,N,neema,adj,/neːma/,n-eh-ehm-ah,,"blessed, full of substance, peaceful. Jay man neema. This place is not fill of substenance.","blessed, full of substance, peaceful",Jay man neema,/dʒaj man neːma/,j-ahy m-ahn n-eh-ehm-ah,This place is not fill of substenance.,PC,Gambia
4531,N,neemarin,adj,/neːmarin/,n-eh-ehm-ahr-ehhn,,"full of substenance, (place) blessed. Jan be neemarin ne. This place is fill of substenance.","full of substenance, (place) blessed",Jan be neemarin ne,/dʒan be neːmarin ne/,Loading...,This place is fill of substenance.,PC,Gambia
4532,N,neemata,adj,/neːmata/,n-eh-ehm-aht-ah,,"full of sustenance. Jan neemata le. This place is fill of substenance,",full of sustenance,Jan neemata le,/dʒan neːmata le/,Loading...,"This place is fill of substenance,",PC,Gambia
4533,N,neemoo,n,/neːmoː/,n-eh-ehm-oh-oh,,"sustenance, blessings that a place has. Neemoo be jan ne. There is sustenance here. - 68 -","sustenance, blessings that a place has",Neemoo be jan ne,/neːmoː be dʒan ne/,n-eh-ehm-oh-oh b-eh j-ahn n-eh,There is sustenance here. - 68 -,PC,Gambia
4534,N,neenee,n,/neːneː/,n-eh-ehn-eh-eh,,"deception, joking, deceiving, motivating. N be i neenee la. Jim joking.","deception, joking, deceiving, motivating",N be i neenee la,/n be i neːneː la/,Loading...,Jim joking.,PC,Gambia
4535,N,neenee,v,/neːneː/,n-eh-ehn-eh-eh,,"to joke, decieve, motivate. Kana n neenee. Dont","to joke, decieve, motivate",Kana n neenee,/kana n neːneː/,Loading...,Dont,PC,Gambia
4536,N,nemunoo,n,/nemunoː/,n-ehm-o-ohn-oh-oh,,"orange, see ""lemunoo"".","orange, see ""lemunoo""",#N/A,/#n/a/,#n/-ah,"orange, see ""lemunoo"".",PC,Gambia
4537,N,nendino,n,/nendino/,n-ehnd-ehhn-oh,,uvula. A nendino boyita le. His ua has colapsed.,uvula,A nendino boyita le,/a nendino bojita le/,Loading...,His ua has colapsed.,PC,Gambia
4538,N,nendiroo,n,/nendiroː/,n-ehnd-ehhr-oh-oh,,"insult, insulting. Nendiroo bula. Stop insulting.","insult, insulting",Nendiroo bula,/nendiroː bula/,Loading...,Stop insulting.,PC,Gambia
4539,N,nene,v,/nene/,n-ehn-eh,,"to taste, have a taste. A nene ban. Please taste it.","to taste, have a taste",A nene ban,/a nene ban/,ah n-ehn-eh b-ahn,Please taste it.,PC,Gambia
4540,N,nene,adv,/nene/,n-ehn-eh,,"before, ever. I nene taata Banjul le ban? Have you ever been to Banjul?","before, ever",#N/A,/#n/a/,#n/-ah,Have you ever been to Banjul?,PC,Gambia
4541,N,nenemaajoo,n,/nenemaːdʒoː/,n-ehn-ehm-ah-ahj-oh-oh,,strange thing. Nin manke nenemaajoo ti. This isnota strange thing.,strange thing,Nin manke nenemaajoo ti,/nin maŋke nenemaːdʒoː ti/,Loading...,This isnota strange thing.,PC,Gambia
4542,N,nenemutarano,n,/nenemutarano/,n-ehn-ehm-o-oht-ahr-ahn-oh,,"sweater, clothes for holding back, the cold, pullover,et.. Nin dendikoo mu nenemutarano le ti. This shirt is for preventing from cold.","sweater, clothes for holding back, the cold, pullover,et",,,,Nin dendikoo mu nenemutarano le ti. This shirt is for preventing from cold.,PC,Gambia
4543,N,nenendi,v,/nenendi/,n-ehn-ehnd-ehh,,to cause to have a taste. A nenendi. Let him have a taste.,to cause to have a taste,A nenendi,/a nenendi/,Loading...,Let him have a taste.,PC,Gambia
4544,N,neneroo,vn,/neneroː/,n-ehn-ehr-oh-oh,,tasting. A be neneroo la. He is tasting.,tasting,A be neneroo la,/a be neneroː la/,ah b-eh n-ehn-ehr-oh-oh l-ah,He is tasting.,PC,Gambia
4545,N,neni,v,/neni/,n-ehn-ehh,,"to insult, see ""nen"".","to insult, see ""nen""",#N/A,/#n/a/,#n/-ah,"to insult, see ""nen"".",PC,Gambia
